C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_44_894.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_44_894.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_44_894.jpg,0,0,0,35.11977,-57.89176,1.681476,92.75452
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_44_977.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_44_977.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_44_977.jpg,0,0,0,34.83761,-58.88659,1.681263,91.99819
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_060.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_060.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_060.jpg,0,0.2503957,0,34.74946,-59.87622,1.681085,91.24581
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_141.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_141.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_141.jpg,0,0.4916712,0,34.89964,-60.86763,1.680904,90.4921
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_227.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_227.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_227.jpg,0,0.7502632,0,35.40527,-62.11963,1.680611,89.54027
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_310.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_310.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_310.jpg,0,0.9984064,0,36.03514,-63.13824,1.680298,88.76589
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_395.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_395.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_395.jpg,0,1,0,36.71236,-64.17622,1.679913,87.97678
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_479.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_479.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_479.jpg,0,1,0,37.38459,-65.23341,1.679475,87.17309
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_566.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_566.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_566.jpg,0,1,0,38.21722,-66.58167,1.678892,86.14816
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_652.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_652.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_652.jpg,0,1,0,38.87727,-67.68152,1.678414,85.31209
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_735.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_735.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_735.jpg,0,1,0,39.532,-68.80008,1.677933,84.46184
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_824.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_824.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_824.jpg,0,1,0,40.34288,-70.22435,1.677159,83.37925
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_910.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_910.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_910.jpg,0,1,0,40.9865,-71.38448,1.676328,82.49748
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_45_995.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_45_995.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_45_995.jpg,0,1,0,41.62441,-72.56284,1.67531,81.6019
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_082.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_082.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_082.jpg,0,1,0,42.25808,-73.75933,1.674184,80.6926
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_166.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_166.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_166.jpg,0,1,0,43.04239,-75.28022,1.672799,79.53688
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_256.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_256.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_256.jpg,0,1,0,43.66403,-76.51695,1.671708,78.59718
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_342.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_342.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_342.jpg,0,1,0,44.43404,-78.08749,1.670756,77.40351
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_429.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_429.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_429.jpg,0,1,0,45.04489,-79.36318,1.670318,76.43324
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_514.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_514.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_514.jpg,0,1,0,45.64829,-80.65569,1.670218,75.44923
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_602.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_602.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_602.jpg,0,1,0,46.39688,-82.29486,1.670115,74.20028
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_690.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_690.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_690.jpg,0,1,0,46.99071,-83.62498,1.669971,73.18622
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_778.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_778.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_778.jpg,0,1,0,47.57977,-84.97172,1.669786,72.1591
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_866.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_866.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_866.jpg,0,1,0,48.30933,-86.67838,1.669544,70.85709
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_46_957.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_46_957.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_46_957.jpg,-0.2,1,0,48.86566,-88.05641,1.669344,69.79424
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_042.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_042.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_042.jpg,-0.45,1,0,49.4166,-89.75562,1.669122,68.39728
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_227.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_227.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_227.jpg,0,1,0,50.67478,-92.74451,1.668766,65.69093
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_305.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_305.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_305.jpg,0,1,0,51.234,-94.06453,1.668594,64.43102
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_393.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_393.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_393.jpg,0,1,0,51.78872,-95.38319,1.668417,63.14105
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_474.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_474.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_474.jpg,0,0.7548278,0,52.17261,-96.70074,1.668239,61.826
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_561.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_561.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_561.jpg,0,0.4935371,0,52.30404,-98.01325,1.668084,60.49447
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_646.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_646.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_646.jpg,0,0.2395701,0,52.13979,-99.64025,1.667962,58.81969
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_729.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_729.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_729.jpg,0,0,0,51.79021,-100.927,1.667942,57.47982
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_813.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_813.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_813.jpg,0,0,0,51.37353,-102.1981,1.667994,56.14549
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_895.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_895.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_895.jpg,0,0,0,50.96002,-103.4547,1.668097,54.81782
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_47_980.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_47_980.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_47_980.jpg,0,0,0,50.54987,-104.6977,1.668225,53.4976
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_065.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_065.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_065.jpg,0,0,0,50.04187,-106.2336,1.668395,51.85871
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_147.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_147.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_147.jpg,0,0,0,49.6392,-107.4489,1.66853,50.55727
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_234.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_234.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_234.jpg,0,0,0,49.23978,-108.6528,1.668663,49.26479
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_312.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_312.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_312.jpg,0,0,0,48.8436,-109.8458,1.668794,47.98151
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_396.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_396.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_396.jpg,0,0,0,48.45062,-111.0281,1.668923,46.70762
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_478.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_478.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_478.jpg,0,0,0,48.06082,-112.2001,1.669044,45.44324
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_561.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_561.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_561.jpg,0,0,0,47.67416,-113.3621,1.669166,44.18846
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_649.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_649.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_649.jpg,-0.25,0,0,47.15487,-114.7889,1.669321,42.62363
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_725.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_725.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_725.jpg,-0.45,0,0,46.63066,-115.8764,1.669453,41.3498
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_812.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_812.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_812.jpg,-0.2292285,0,0,46.22688,-116.8998,1.669596,40.04487
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_892.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_892.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_892.jpg,0,0,0,45.84964,-117.8755,1.669731,38.72083
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_48_973.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_48_973.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_48_973.jpg,0,0,0,45.47971,-118.8164,1.669855,37.38805
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_054.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_054.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_054.jpg,0,0,0,45.11379,-119.7278,1.669972,36.05081
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_135.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_135.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_135.jpg,0,0,0,44.75008,-120.6144,1.670314,34.71258
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_215.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_215.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_215.jpg,0,0,0,44.38864,-121.4803,1.671569,33.37629
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_292.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_292.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_292.jpg,0,0,0,44.02938,-122.3288,1.67343,32.04413
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_372.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_372.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_372.jpg,0,0,0,43.67313,-123.1626,1.675683,30.71774
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_447.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_447.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_447.jpg,0.2,0,0,43.30097,-123.9901,1.677703,29.40278
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_522.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_522.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_522.jpg,0.4,0,0,42.84659,-124.8375,1.679119,28.11852
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_599.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_599.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_599.jpg,0.2201822,0,0,42.56705,-125.495,1.679881,27.18214
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_682.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_682.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_682.jpg,0,0,0,42.21628,-126.3865,1.680655,25.95783
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_752.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_752.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_752.jpg,0,0,0,41.87387,-127.2861,1.681174,24.75492
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_830.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_830.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_830.jpg,0,0,0,41.53618,-128.1908,1.681503,23.57103
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_909.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_909.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_909.jpg,0,0,0,41.20181,-129.0979,1.68171,22.40418
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_49_986.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_49_986.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_49_986.jpg,0,0,0,40.87032,-130.0053,1.681839,21.25266
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_50_065.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_50_065.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_50_065.jpg,0,0,0,40.54158,-130.9114,1.681912,20.11508
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_50_143.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_50_143.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_50_143.jpg,0,0,0,40.21554,-131.8147,1.681946,18.9903
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_50_224.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_50_224.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_50_224.jpg,0,0,0,39.8923,-132.7142,1.681928,17.87737
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_50_307.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_50_307.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_50_307.jpg,0,0,0,39.57203,-133.6092,1.681607,16.77556
C:\EE4C16-self-driving-lab-master\data\IMG\center_2018_10_31_11_16_50_385.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\left_2018_10_31_11_16_50_385.jpg,C:\EE4C16-self-driving-lab-master\data\IMG\right_2018_10_31_11_16_50_385.jpg,0,0,0,39.25439,-134.499,1.681125,15.68425
